ID,Recommendation,Comment,Game Series
PS1088,Recommended,nice game [R] .... not good server,EA Sports FC
PS1089,Not Recommended,GAME MEMEK PALING TOLOL GAU BELI MAHAL2 SEJUTA NGUMPULIN DUIT CAPE2 . GAME SEJUTA GAME BOLA KOK ATA CITER DASAR GAME MEMEMEEEEEEKKKKKKKKKKKKKKKKKKKKKKKKKKK KUOOONTTTOOOOLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL,EA Sports FC
PS1090,Not Recommended,"tsubasa tackle , cheater , stadium bugs , highlighter replay bug crashes , [R] nt receive season hub reward EA Anjing",EA Sports FC
PS1091,Recommended,iki9ijui9,EA Sports FC
PS1092,Not Recommended,"Product refund [R] [R] RTX 4060 [R] Ryzen 7this [R] not optimize [R] [R] [R] [R] [R] play [R] 800 600 resolutions [R] low graphic settings.the stretch [R] very noticable , [R] [R] [R] game developer [R] incompetent [R] retarded [R] optimize [R] game [R] console [R] PC port",EA Sports FC
PS1093,Not Recommended,"Product refund Played [R] [R] hour [R] [R] [R] [R] Rog ally [R] uninstalled [R] refunded . [R] [R] always mostly [R] manager career mode player [R] [R] not play anything since fifa 22 [R] even [R] [R] barely touch [R] . [R] [R] same old same old . Even [R] [R] [R] rubbish music . [R] [R] nice [R] [R] expand manager career [R] [R] ways [R] [R] honestly only go back [R] see [R] [R] would really improve [R] . [R] [R] [R] same scripted AI [R] sluggish players . Same cutscenes [R] dialogue [R] contracts [R] transfers . Probably [R] not help [R] play [R] [R] [R] small screen [R] [R] [R] enough [R] [R] able [R] tell [R] [R] simply [R] not worth [R] . Ultimate team , kids [R] youtubers [R] influencers [R] always make sure [R] type [R] [R] sell [R] make EA [R] fortune [R] [R] [R] really [R] [R] spin EA money [R] leave [R] [R] brilliant franchise [R] [R] rubble [R] [R] bottom [R] [R] barrel . [R] [R] [R] look [R] footballing experience football manager [R] forever [R] [R] way [R] go .",EA Sports FC
PS1094,Recommended,Somtimes [R] goodSomtimes [R],EA Sports FC
PS1095,Recommended,"[R] [R] fifa , always great",EA Sports FC
PS1096,Recommended,Product receive [R] free Love [R],EA Sports FC
PS1097,Recommended,m,EA Sports FC
PS1098,Recommended,"igual todos , mas geral continua comprando",EA Sports FC
PS1099,Recommended,Fix [R] glitches,EA Sports FC
PS1100,Not Recommended,no,EA Sports FC
PS1101,Not Recommended,least optimizied piedce cof,EA Sports FC
PS1102,Recommended,Juan Camilio Leon say [R] [R] gameplay suck [R] [R] nt invite [R] [R] pro clubs [R] [R] only watch blue lock .,EA Sports FC
PS1103,Not Recommended,"[R] game keep [R] crash every [R] [R] [R] , [R] [R] stuttering [R] [R] way [R] [R] even [R] low graphics settings . [R] [R] heavy graphics games [R] 80 FPS [R] Ultra settings [R] [R] game [R] never get good . Barely 4045 fps [R] high settings .",EA Sports FC
PS1104,Not Recommended,bad,EA Sports FC
PS1105,Recommended,Fun,EA Sports FC
PS1106,Recommended,[R] good,EA Sports FC
PS1107,Recommended,very fun [R] entertain,EA Sports FC
PS1108,Recommended,hehe,EA Sports FC
PS1109,Recommended,[R] love [R] game bantai abang [R],EA Sports FC
PS1110,Recommended,very very good very very nice,EA Sports FC
PS1111,Recommended,fun game,EA Sports FC
PS1112,Recommended,"not sure [R] [R] game [R] [R] poorly review . [R] [R] not play Fifa [R] [R] few years , [R] pick [R] one [R] [R] [R] sale . [R] [R] enjoy Ultimate team [R] lot , without [R] spend [R] single dollar [R] coins . [R] seem [R] get great players without [R] need [R] buy packs . Only [R] side [R] [R] game [R] [R] freezes [R] occur [R] every session , require [R] restart [R] [R] game . [R] never [R] happen mid game though , only within [R] menu screen . [R] [R] [R] [R] [R] fence , get [R] game ! Lots [R] fun",EA Sports FC
PS1113,Not Recommended,Buggy [R] career mode [R] break . [R] character [R] [R] injury [R] [R] [R] [R] try [R] [R] instated [R] [R] roster [R] menu get stuck [R] [R] [R] activities screen . [R] seem [R] [R] [R] [R] know bug [R] [R] not [R] fix since [R] game release . [R] only buy [R] [R] [R] [R] [R] sale [R] want [R] play [R] football game [R] [R] old FIFA.I [R] not expect anything [R] EA [R] [R] somehow [R] even more disappointing [R] [R] imagine .,EA Sports FC
PS1114,Recommended,Product receive [R] free jos mantap,EA Sports FC
PS1115,Not Recommended,"[R] [R] play rush alone [R] controller work , [R] [R] soon [R] [R] start [R] game [R] [R] friend [R] doesent work ? ! ? ? ! ! ? ! ? WTF FIFA",EA Sports FC
PS1116,Not Recommended,"[R] play [R] game [R] almost 300 hours [R] [R] [R] guess [R] [R] say [R] [R] [R] most lagging , scripted fifa [R] ea [R] ever play . [R] [R] AWFUL TERRIBLE [R] SICK GAME .",EA Sports FC
PS1117,Recommended,,EA Sports FC
PS1118,Not Recommended,stink,EA Sports FC
PS1119,Not Recommended,"last good fifa [R] prob 18 idek [R] [R] amount [R] terrible fifas [R] [R] play , [R] only [R] keep [R] alive [R] [R] dumbasses [R] include [R] buy [R] game every year only [R] [R] [R] nt [R] competition . [R] pray [R] [R] day [R] good game come [R] [R] [R] game modes fifa [R] [R] destroy [R] company [R] [R] nt care [R] listen [R] [R] players . remove playstyles , chemstyles , time shots , whatever ... make [R] game fun [R] play instead [R] add promos [R] nobody ask [R] . [R] only good [R] [R] [R] [R] pro clubs [R] even [R] [R] guys ruin . not [R] talk [R] [R] bugs [R] mfs refuse [R] fix [R] [R] year [R] make us pay another 70 [R] get [R] fix . [R] [R] lucky PES [R] nt exist anymore",EA Sports FC
PS1120,Not Recommended,[R] GAME SUCKS HELLA BALLS . DEFENDING EXTRA LAME,EA Sports FC
PS1121,Not Recommended,bad ...,EA Sports FC
PS1122,Recommended,iyi,EA Sports FC
PS1123,Not Recommended,"Passing [R] awful , man mark [R] defenders [R] nonexistent , [R] player selection [R] poor",EA Sports FC
PS1124,Not Recommended,"button latency [R] sht , full [R] bugs [R] [R] u get [R] button latency bug [R] game [R] unplayable ... buy [R] game [R] [R] stupid amount [R] money , [R] play 2 weeks [R] [R] [R] game [R] unplayable ...",EA Sports FC
PS1125,Not Recommended,[R] start play FC last year [R] [R] [R] definitely new [R] [R] not know [R] [R] [R] game [R] [R] [R] tell [R] [R] 200 hours [R] [R] game [R] [R] beyond horrible . [R] rush [R] club rush [R] [R] only upside [R] [R] garbage [R] even [R] [R] [R] rush [R] need [R] [R] ultimate team cards . [R] [R] most recent patch [R] make goal keepers [R] most brain dead position know [R] man ... [R] [R] never make [R] stop [R] shoot away [R] [R] not really matter [R] [R] far . Hopefully [R] [R] not spend lots [R] money [R] coins [R] [R] defender [R] [R] [R] never play [R] ball [R] [R] defender run directly infront [R] [R] . Also [R] [R] [R] help buttons [R] defend [R] [R] [R] stand around [R] person [R] [R] [R] safe distance [R] [R] [R] not help [R] get [R] ball . Unless [R] know every button [R] every skill move [R] also [R] lots [R] adderall stay away [R] [R] game .,EA Sports FC
PS1126,Not Recommended,[R] nt start game bro okey [R] [R] understand [R],EA Sports FC
PS1127,Recommended,[R] [R] fun,EA Sports FC
PS1128,Not Recommended,pure pain [R] [R] [R] [R] [R] game [R] hat u unless u [R] one [R] [R] juiced accounts,EA Sports FC
PS1129,Not Recommended,[R] hate [R] servers,EA Sports FC
PS1130,Recommended,Best GAME EVERRRRRR [R] [R] [R] GET [R] [R] [R] BALE SBC [R] [R] HIMOTHIE,EA Sports FC
PS1131,Recommended,lov,EA Sports FC
PS1132,Not Recommended,"[R] FC 25 , [R] continue [R] [R] leave [R] , [R] [R] not even [R] slight change [R] [R] game , [R] fact [R] [R] become bad , [R] [R] [R] ridiculous system [R] [R] game , [R] player slow [R] , even [R] [R] want [R] score [R] goal , [R] [R] not score . [R] every game want [R] [R] score , [R] [R] no need [R] press [R] buttons , [R] score [R] [R] own [R] [R] [R] problems [R] [R] ingame bugs [R] gameplay style , [R] FIFA [R] [R] regret .",EA Sports FC
PS1133,Recommended,"Fifa 22 next purchase FC 25 ? WORTH [R] ! ! ... [R] SALEIt [R] different enough [R] [R] game [R] feel new [R] 3 years . AI [R] [R] [R] tad smart [R] ... Defenders part [R] [R] Red Sea [R] Moses pull [R] . [R] [R] goals concede [R] defenders [R] not mark space . [R] [R] score [R] goals , [R] feel cheap [R] not enjoyable AI know [R] [R] [R] [R] , [R] [R] make `` mistakes `` less [R] high [R] difficulty . Refreshing [R] see [R] fake [R] [R] [R] guess [R] [R] real player . Stuck [R] [R] mud happen [R] make [R] 23 match narritive [R] [R] win 43 [R] [R] end Higher rat teams win [R] , [R] stats feel useless [R] situations . Big slow strong guy , threat [R] free kicks Maguire , small bullet , uncatchable [R] [R] sprint Doku . [R] [R] FCFIFA 90 pace [R] [R] ball fall [R] 70 pace . Simulation gameplay would [R] great [R] [R] wingers sprint [R] nt get noticeably nerfed [R] [R] get [R] clear channel [R] [R] goal . [R] play [R] [R] wingers [R] lot . [R] string pass [R] get [R] [R] ball [R] [R] [R] fast winger , look inside [R] see 0 players move [R] support ... [R] infuriate [R] , [R] [R] exist [R] EA [R] new failure , FC 25 ... [R] , [R] [R] worth [R] [R] [R] last play [R] 3 year old FIFA [R] [R] [R] [R] sale",EA Sports FC
PS1134,Recommended,smooth [R] fc 24,EA Sports FC
PS1135,Not Recommended,Product receive [R] free scripted ...,EA Sports FC
PS1136,Not Recommended,"Product receive [R] free [R] , [R] not work",EA Sports FC
PS1137,Not Recommended,[R] [R] not know [R] [R] [R] make [R] SAME GAME [R] badly [R] [R] [R] years . [R] u [R] [R] [R] drunk [R] make [R] `` [R] ``,EA Sports FC
PS1138,Not Recommended,game,EA Sports FC
PS1139,Not Recommended,[R] first time play [R] football game [R] headers [R] useless ! ! wtf ! ! ! CA N'T EVEN HEAD ANYTHING [R] TARGET STUPID GAME,EA Sports FC
PS1140,Not Recommended,Poor form EA ... poor form,EA Sports FC
PS1141,Recommended,very nice game,EA Sports FC
PS1142,Recommended,VERY FUN,EA Sports FC
PS1143,Recommended,good,EA Sports FC
PS1144,Not Recommended,[R] servers [R] awful ...,EA Sports FC
PS1145,Not Recommended,,EA Sports FC
PS1146,Recommended,yes,EA Sports FC
PS1147,Recommended,pohode,EA Sports FC
PS1148,Not Recommended,crash,EA Sports FC
PS1149,Recommended,[R] [R] decent,EA Sports FC
PS1150,Not Recommended,ngebug mulu gameplay gaenak kontol,EA Sports FC
PS1151,Recommended,ola,EA Sports FC
PS1152,Not Recommended,"game [R] usual , play career [R] [R] [R] bad defend ai [R] [R] ever experience [R] [R] football game . Laggy controls [R] menus [R] [R] game , graphics [R] mediocre , [R] [R] [R] [R] stupid arcade experience . Ea [R] deserve [R] die , brain rotten company .",EA Sports FC
PS1153,Recommended,"[R] [R] consideration , [R] finally decide [R] buy FC 25 [R] around 18 USD ! [R] [R] opinion , [R] [R] several aspects [R] make [R] game fun , especially [R] offline mode.1 . Visuals [R] UISpeaking [R] visuals , [R] really [R] [R] UI design . [R] concept [R] cool , even though [R] not [R] different [R] FC 24.2 . Shooting [R] PassingThe shoot [R] pass mechanics [R] [R] good compare [R] FC 24 , [R] enhance [R] overall gameplay experience.3 . Career ModeWhile [R] people say [R] Career Mode [R] monotonous [R] boring , [R] personally find [R] enjoyable ! Overall , [R] think [R] game [R] worth buy [R] [R] [R] look [R] [R] casual offline mode experience . [R] nt let reviews discourage [R] . give [R] [R] try !",EA Sports FC
PS1154,Recommended,make [R] rage,EA Sports FC
PS1155,Recommended,25,EA Sports FC
PS1156,Recommended,game kontol,EA Sports FC
PS1157,Not Recommended,"Stop play [R] piece [R] crap guys , [R] [R] [R] bad every year .",EA Sports FC
PS1158,Not Recommended,"90 [R] [R] playtime [R] [R] game , [R] launch [R] game waiting EA ANTICHEAT [R] [R] get stucked [R] splashscreen , [R] [R] waste [R] money !",EA Sports FC
PS1159,Not Recommended,SOOOOO BAAAADDDDD [R] GAME .,EA Sports FC
PS1160,Recommended,nicccccccccccccccccccccccccccccccce,EA Sports FC
PS1161,Not Recommended,disaster .,EA Sports FC
PS1162,Recommended,guys [R] [R] update [R] game [R] good [R] still [R] [R] opponents players [R] fast [R] automatically get [R] ball [R] [R] go near [R] [R] AI [R] still [R] [R] face [R] [R] time [R] [R] [R] fixes [R] [R] ? ? ? ?,EA Sports FC
PS1163,Recommended,nice,EA Sports FC
PS1164,Not Recommended,really bad game [R] nt buy .,EA Sports FC
PS1165,Not Recommended,[R] rather sell [R] lungs [R] play [R] game,EA Sports FC
PS1166,Not Recommended,Worst football game ever make,EA Sports FC
PS1167,Recommended,Product receive [R] free Stomach nerves,EA Sports FC
PS1168,Not Recommended,bad product . bugs every [R] . [R] ca nt [R] even save tactic,EA Sports FC
PS1169,Not Recommended,[R] [R] [R] [R] life [R] [R] avoid buy [R] gameEven [R] [R] sky [R] fall downI know [R] [R] [R] [R] safe [R] soundWe [R] safe [R] sound,EA Sports FC
PS1170,Not Recommended,"[R] game completely suck . [R] keep play fifafc mostly [R] [R] nostalgia . [R] [R] finally accept [R] ultimate team [R] [R] waste [R] time , anti cheat [R] [R] joke , [R] [R] unbelievable [R] suddenly [R] [R] [R] [R] [R] never play [R] [R] life . [R] same opponent [R] completely `` change `` [R] [R] gameplay [R] [R] middle [R] [R] match [R] [R] [R] [R] different person . Sure EA.If [R] [R] think [R] purchase [R] [R] [R] [R] game [R] [R] same franchise . [R] would [R] worth [R] spend [R] money [R] [R] [R] rather [R] [R] big pile [R] garbage .",EA Sports FC
PS1171,Not Recommended,xin chao,EA Sports FC
PS1172,Not Recommended,career mode [R] terrible,EA Sports FC
PS1173,Not Recommended,NGL [R] [R] [R] bad EAFC [R] ever felt . Every mechanic feel terrible compare [R] previous versions [R] terribly optimize . Only force [R] play [R] cause [R] friend [R] not play [R] [R] game .,EA Sports FC
PS1174,Not Recommended,TERRIBLE GAME ! [R] NOT BUY [R] !,EA Sports FC
PS1175,Recommended,Product receive [R] free not bad,EA Sports FC
PS1176,Recommended,[R] tuff,EA Sports FC
PS1177,Not Recommended,scripted piece [R],EA Sports FC
PS1178,Recommended,New patch make game fun [R] finally [R] Rats [R] [R] learn [R] [R] play [R] game [R] not get assist [R] Ai 247,EA Sports FC
PS1179,Not Recommended,script ahh game,EA Sports FC
PS1180,Not Recommended,"[R] , referees [R] blind [R] [R] not officiate properly . Game crash [R] per hour [R] career mode [R] unplayable . Playing Highlights [R] impossible due [R] [R] fact [R] [R] ball gets punt [R] [R] [R] match start . Freekick camera angles [R] break .",EA Sports FC
PS1181,Recommended,[R] ea,EA Sports FC
PS1182,Recommended,amazing,EA Sports FC
PS1183,Recommended,cole palmer [R] [R] best cam [R] [R] world,EA Sports FC
PS1184,Not Recommended,[R] decide [R] try [R] game [R] [R] year . Biggest mistake [R] 2025 [R] far .,EA Sports FC
PS1185,Not Recommended,trash,EA Sports FC
PS1186,Recommended,[R],EA Sports FC
PS1187,Recommended,best game [R] [R] TIME,EA Sports FC
PS1188,Not Recommended,dog water,EA Sports FC
PS1189,Recommended,good [R] fc 24,EA Sports FC
PS1190,Not Recommended,"Product receive [R] free Terrible gameplay , [R] [R] terrible [R] [R] game , [R] not buy [R] , [R] [R] not [R] [R] good experience [R] [R] , [R] not make [R] mistake [R] buy [R] game",EA Sports FC
PS1191,Not Recommended,"[R] 20 years [R] play fifa , [R] game never felt [R] sht [R] play , player handling [R] absolute miserable , career mode simulations [R] [R] most random [R] ever , [R] [R] graphic bugs [R] [R] disgrace .",EA Sports FC
PS1192,Not Recommended,bad,EA Sports FC
PS1193,Recommended,,EA Sports FC
PS1194,Recommended,Top,EA Sports FC
PS1195,Not Recommended,[R] [R] rather [R] [R] r4pe victim,EA Sports FC
PS1196,Not Recommended,Product refund [R] bad [R] 24 .,EA Sports FC
PS1197,Recommended,acceptable,EA Sports FC
PS1198,Not Recommended,"absolute dog pound [R] [R] football game , [R] not play [R] game without [R] lag [R] steam selfish [R] uncaring selves [R] not allow [R] [R] refund [R] [R] [R] spend hours try [R] fix [R] settings , wot [R] waste [R] 30 quid absolute bastards [R] [R] starve [R] 3 days [R] [R] waste [R] allowance [R] [R] game",EA Sports FC
PS1199,Not Recommended,"[R] [R] cheats [R] [R] game , online play [R] [R] [R] joke [R] . [R] easy [R] go onto [R] internet [R] get cheat codes [R] screw [R] [R] opponents play [R] game [R] system . EA [R] [R] [R] [R] [R] seem [R] [R] [R] [R] [R] .. [R] 1 [R] 3 games [R] pointless [R] [R] [R] [R] slow [R] make totally rubbish [R] [R] [R] [R] players [R] maxed [R] ! Super frustrating ! ! seem [R] [R] less cheats [R] Seasons [R] honestly [R] [R] not [R] buy next years . Buy [R] [R] console [R] [R] want [R] play [R] fair game , [R] bad gameplay [R] [R] least [R] [R] [R] level playing field [R] long [R] [R] cancel cross [R] play [R] PC players [R] not ruin [R] [R] [R] .",EA Sports FC
PS1200,Recommended,siuuuuuuuuuuuu,EA Sports FC
PS1201,Not Recommended,[R] buy [R] game . get [R] [R] opening menu 3 times [R] crash every time . no thanks,EA Sports FC
PS1202,Recommended,edsfgfsfda,EA Sports FC
PS1203,Recommended,[R] pack vini toty [R] [R] happy,EA Sports FC
PS1204,Recommended,b aja,EA Sports FC
PS1205,Recommended,ddd,EA Sports FC
PS1206,Recommended,d,EA Sports FC
PS1207,Not Recommended,new update frame rate,EA Sports FC
PS1208,Not Recommended,"total , [R] play 2 games [R] career mode [R] [R] [R] lag [R] show [R] [R] matches , [R] need [R] alt f4 [R] quit , [R] help plss",EA Sports FC
PS1209,Not Recommended,"bad game ever , [R] take [R] [R] time [R] run [R] game thanks [R] EA [R] [R] [R] finally want [R] play guess [R] ? most menus keep scroll [R] use [R] controller [R] [R] need [R] drop [R] [R] play [R] mouse [R] keyboard [R] guess [R] ? [R] [R] SUPER slow [R] use [R] MK [R] [R] point [R] [R] need [R] press [R] mouse button 3 [R] more times [R] [R] select anything , [R] wo nt play [R] game even [R] [R] free 010",EA Sports FC
PS1210,Recommended,need [R] add serie [R] licensing,EA Sports FC
PS1211,Recommended,Game make [R] rage [R] [R] [R] [R] get wife beater rage . 1010 euphoric feel time [R] go hit animals [R] kids .,EA Sports FC
PS1212,Not Recommended,Game crash every time [R] load [R] . Ca not even play finish 1 career mode game [R] [R] crash .,EA Sports FC
PS1213,Not Recommended,stupid trash scripted game,EA Sports FC
PS1214,Recommended,GOOD GAME FUN [R] FRIENDS ! ! ! !,EA Sports FC
PS1215,Not Recommended,"[R] nt buy ! ! Crashes , endless loading screens , [R] laggy servers .",EA Sports FC
PS1216,Recommended,[R] [R] [R],EA Sports FC
PS1217,Recommended,Tykkn tst pelist tosi paljon !,EA Sports FC
PS1218,Not Recommended,[R] [R] [R] port [R] PC full [R] bugs,EA Sports FC
PS1219,Recommended,cool,EA Sports FC
PS1220,Recommended,super,EA Sports FC
PS1221,Not Recommended,Tamam,EA Sports FC
PS1222,Recommended,[R] kind [R] buggy,EA Sports FC
PS1223,Not Recommended,"Well [R] think [R] [R] career [R] 2014 [R] 2025 [R] [R] [R] bad [R] [R] played23 24 [R] bad [R] [R] [R] accept [R] , [R] 25 [R] absolutely not possible .",EA Sports FC
PS1224,Recommended,Good,EA Sports FC
PS1225,Not Recommended,"[R] [R] [R] bad game [R] [R] ever play [R] [R] life ever . [R] [R] [R] consider buy [R] , [R] not , save [R] money [R] [R] else . [R] [R] seriously [R] bad .",EA Sports FC
PS1226,Recommended,[R] game distract [R] [R] [R] fact [R] [R] [R] unemployed,EA Sports FC
PS1227,Not Recommended,"[R] [R] late patch , [R] [R] not football anymore , [R] [R] hockey . [R] least 10 goals score [R] [R] match .",EA Sports FC
PS1228,Not Recommended,"No optimisation [R] PC lags , stutters , feel slow [R] clunky . random crashes [R] [R] team scores . Time [R] time [R] come back [R] [R] game [R] [R] [R] reason [R] never learn . 'Insanity [R] [R] [R] same [R] [R] [R] [R] [R] [R] expect different results . ' Rita Mae Brown .",EA Sports FC
PS1229,Not Recommended,"[R] nt waste ur money [R] [R] game . Laggy , Stuttery game . [R] [R] game [R] 5 [R] steam [R] still would nt [R] buy [R] . big regret [R] [R] ever make [R] [R] life . [R] could [R] get [R] full meal [R] [R] whole week .",EA Sports FC
PS1230,Recommended,SSSEX,EA Sports FC
PS1231,Recommended,gameplay [R] good [R] last edition,EA Sports FC
PS1232,Recommended,good,EA Sports FC
PS1233,Recommended,nice,EA Sports FC
PS1234,Recommended,[R] best .,EA Sports FC
PS1235,Recommended,qw3er,EA Sports FC
PS1236,Not Recommended,"[R] [R] [R] reason [R] FIFA drop [R] , reach [R] point [R] [R] justt not enjoyable anymore good job",EA Sports FC
PS1237,Not Recommended,Worst fifa game [R] ever play,EA Sports FC
PS1238,Not Recommended,[R] [R] [R] point [R] [R] [R] little teams [R] career mode [R] choose [R] . [R] glad [R] get [R] [R] sale .,EA Sports FC
PS1239,Not Recommended,"Addictive [R] [R] [R] good potential [R] [R] honest . [R] spend [R] hours mostly play [R] Ultimate Team [R] enjoy [R] content [R] Rush [R] Squad Battle . [R] [R] come [R] play Division Rivals [R] Champions [R] almost 2 months , [R] become more lag everyday [R] give [R] poor defensive situation [R] [R] give [R] . [R] [R] not understand [R] [R] fix [R] , although [R] try [R] [R] suggestion [R] [R] internet [R] [R] [R] not make [R] help . Hope someday EA [R] make good matchmaking [R] UT although [R] [R] not plan [R] return [R] [R] game",EA Sports FC
PS1240,Not Recommended,Product refund ass,EA Sports FC
PS1241,Recommended,[R] Recommend playing clubs . [R] [R] play clubs [R] become very excited [R] want [R] punch monitor [R] [R] guy ca nt pass [R] ball,EA Sports FC
PS1242,Recommended,great game,EA Sports FC
PS1243,Not Recommended,[R] way [R] penalties [R] award [R] [R] ridiculous .,EA Sports FC
PS1244,Not Recommended,"[R] game wo nt allow mouse [R] online modes , still zero fixes [R] [R]",EA Sports FC
PS1245,Recommended,aku senang sekali menghabiskan duit ku di game ini,EA Sports FC
PS1246,Recommended,[R] [R] [R] issues ? yes . [R] else [R] new ? Clubs mode [R] still [R] ton [R] fun however,EA Sports FC
PS1247,Not Recommended,60,EA Sports FC
PS1248,Recommended,give [R] depression,EA Sports FC
PS1249,Not Recommended,"Game [R] mostly fun , [R] [R] [R] obviously never fix [R] abuse [R] people deliberately limit [R] internet [R] slow [R] [R] game [R] [R] [R] upper hand , make [R] controls [R] players late [R] response . Every single year , same exact abuse !",EA Sports FC
PS1250,Not Recommended,[R] game [R] terrible graphics [R] PC [R] [R] [R] [R] EA [R] [R] not care [R] PC players . Also crossprogression [R] not exist [R] [R] fun start [R] [R] [R] buy [R] game . DON'TBUYIT,EA Sports FC
PS1251,Recommended,Product receive [R] free quality game,EA Sports FC
PS1252,Not Recommended,"[R] wait [R] year , [R] [R] watch full entrance [R] career mode , yes [R] [R] [R] only work [R] manager career not [R] player career , [R] must [R] kid , [R] [R] not want wait next year [R] , [R] game super lag",EA Sports FC
PS1253,Recommended,header [R] hard,EA Sports FC
PS1254,Not Recommended,cancer,EA Sports FC
PS1255,Not Recommended,BILLION DOLLAR COMPANY [R] !,EA Sports FC
PS1256,Not Recommended,terrible,EA Sports FC
PS1257,Not Recommended,[R] [R] not know [R] happend [R] [R] fc 25 [R] show green [R] black screen flash [R] [R] not get [R] [R] game,EA Sports FC
PS1258,Not Recommended,"[R] gameplay [R] bad , bad [R] [R] point [R] want [R] break [R] around [R] [R] [R] make [R] feel good . [R] [R] [R] career [R] nyou [R] buy [R] . [R] DONT PLAY ULTIMATE TEAM .",EA Sports FC
PS1259,Not Recommended,"[R] [R] pay [R] win game , [R] [R] [R] not buy FC points [R] [R] not pack [R] promo card",EA Sports FC
PS1260,Not Recommended,"[R] not waste [R] money [R] [R] game . [R] [R] break [R] [R] waste [R] time . Ca not even play clubs , due [R] online profile sync issues . [R] [R] report [R] [R] EA [R] [R] , nor [R] [R] care . [R] [R] [R] illegal . [R] pay [R] [R] service [R] [R] [R] not satisfied [R] [R] product . Way [R] scam people . [R] [R] play clubs [R] wish [R] play clubs , give [R] [R] . [R] [R] [R] [R] issue [R] . However , [R] [R] want [R] play ultimate team [R] give EA even more [R] [R] money go ahead . Ultimate team work no problem , imagine [R] ! [R] only [R] fix [R] money farm [R] [R] . [R] understand [R] [R] [R] business [R] [R] [R] make money [R] [R] [R] terrible model [R] go [R] . EA [R] [R] hold liable [R] [R] [R] refund [R] direct purchase [R] even [R] 3rd party software [R] buy rights [R] sell i.e . STEAM .",EA Sports FC
PS1261,Not Recommended,"Bugs [R] [R] [R] place , scatter [R] slow , unintuitive gameplay . Another step [R] [R] glorious FIFA .",EA Sports FC
PS1262,Recommended,good [R] people say,EA Sports FC
PS1263,Recommended,"Definitely good [R] last game , enjoy more .",EA Sports FC
PS1264,Not Recommended,"   ,  ",EA Sports FC
PS1265,Recommended,FIFA 25,EA Sports FC
PS1266,Not Recommended,[R] keep get black screens [R] [R] load [R],EA Sports FC
PS1267,Recommended,cghv,EA Sports FC
PS1268,Not Recommended,"Absolute trash [R] [R] game . [R] [R] Ryzen 5 5600x 6core processor [R] 3.7Ghz , RTX 4060 [R] 16 GB [R] RAM [R] somehow [R] game manage [R] lag . [R] [R] play Cyberpunk [R] high settings easy , [R] apparently [R] [R] not play FC 25 even [R] low . [R] spend 8 hours try [R] find solutions [R] fix [R] , [R] [R] [R] no useso [R] [R] not even get [R] refund . [R] [R] flicker , [R] [R] laggingeven though [R] say [R] [R] steady 150fps , [R] controls [R] break . Even [R] menu [R] break , [R] freeze [R] [R] [R] [R] restart [R] game [R] [R] [R] [R] wait 10 seconds [R] [R] [R] load ANYTHING . Please [R] [R] [R] favor [R] [R] not buy [R] game .",EA Sports FC
PS1269,Recommended,OKE AJA,EA Sports FC
PS1270,Not Recommended,[R] [R] bugs,EA Sports FC
PS1271,Recommended,itss good,EA Sports FC
PS1272,Not Recommended,DONT PLAY . FUT [R] ST.Bugged [R] pc . disconnect [R] every match . [R] `` lose [R] time [R] [R] money .,EA Sports FC
PS1273,Not Recommended,Biggest D0gsh1 [R] ever,EA Sports FC
PS1274,Not Recommended,"bad fifa game [R] far . [R] input lag [R] [R] game [R] unreal , every single game [R] [R] input lag [R] [R] opponent [R] not .",EA Sports FC
PS1275,Recommended,"NU MAI POT DE NERVI CU JOCUL ASTA , [R] DAT PREA MULTI BANI PE EL CA SA NU MAI JOC",EA Sports FC
PS1276,Not Recommended,"Ca not connect [R] [R] joystick , already try whatever [R] method provide [R] [R] work . [R] refund [R] [R] couple hour [R] [R] buy [R] . Good job EA",EA Sports FC
PS1277,Recommended,goat,EA Sports FC
PS1278,Not Recommended,"[R] [R] want [R] play [R] game , [R] recommend [R] play [R] [R] console . [R] pc version [R] sucks ass . bad optimization , servers [R] laggy ca nt even play [R] [R] friends without [R] single disconnected session [R] also [R] input lag [R] real . [R] game . [R] N'T BUY [R] [R] GAME ! ! !",EA Sports FC
PS1279,Recommended,fun,EA Sports FC
PS1280,Recommended,[R] [R] fun [R] play [R] friends !,EA Sports FC
PS1281,Recommended,  ,EA Sports FC
PS1282,Not Recommended,WORST GAME [R] [R] EVER PLAYED [R] [R] not even close.GREEDY COMPANY [R] [R] CARE [R] [R] MONEY ......... PLEASE STEAM [R] [R] EVEN TRY [R] BUY FC26 BANNED [R] PLEASE,EA Sports FC
PS1283,Not Recommended,heavy game [R] delay input [R] [R] [R] [R] [R] not ever spend money [R] [R] game,EA Sports FC
